"INCIDENT INFO","DESCRIPTION","START_DT","MODIFIED_DT","QUADRANT","Longitude","Latitude","location","Count"
"Westbound Glenmore Trail west of Crowchild Trail SW","Two vehicle incident.","2018 Jan 12 05:41:12 PM","2018 Jan 12 05:44:03 PM","SW","-114.12107128943","51.00099713475","(51.000997134752, -114.121071289426)","1"
"Northbound Deerfoot Trail and 16 Avenue NE","Two vehicle incident.","2018 Jan 12 05:16:26 PM","2018 Jan 12 05:17:34 PM","NE","-114.02855129252","51.06737986934","(51.067379869342, -114.028551292521)","1"
"Castleridge Boulevard and Falconridge Boulevard NE","Two vehicle incident.","2018 Jan 12 04:38:23 PM","2018 Jan 12 04:39:06 PM","NE","-113.95876397905","51.09995627727","(51.099956277275, -113.958763979051)","1"
"162 Avenue and Shawville Wy SE","Two vehicle incident.","2018 Jan 12 04:34:09 PM","2018 Jan 12 04:35:32 PM","SE","-114.06964297347","50.90339321441","(50.903393214409, -114.069642973469)","1"
"18 Street and 107 Avenue SE","Two vehicle incident.","2018 Jan 12 04:24:15 PM","2018 Jan 12 04:25:17 PM","SE","-114.00113570171","50.95659685205","(50.956596852054, -114.001135701708)","1"
"Falsbridge Drive and Falsbridge Gate NE","Two vehicle incident.","2018 Jan 12 04:12:39 PM","2018 Jan 12 04:13:47 PM","NE","-113.95694275494","51.09854289744","(51.098542897437, -113.956942754938)","1"
"Mount Royal Gate and Richard Road SW","Two vehicle incident.","2018 Jan 12 02:49:11 PM","2018 Jan 12 02:50:03 PM","SW","-114.13029720148","51.00872140476","(51.008721404763, -114.130297201475)","1"
"14 Street and 23 Avenue SW","Two vehicle incident.","2018 Jan 12 01:19:32 PM","2018 Jan 12 01:24:57 PM","SW","-114.0946886696","51.03323582521","(51.03323582521, -114.094688669602)","1"
"Southbound Deerfoot Trail at Peigan Trail SE","Two vehicle incident. blocking the left lane","2018 Jan 12 12:16:22 PM","2018 Jan 12 12:17:20 PM","SE","-114.00525624055","51.01500137989","(51.01500137989, -114.005256240554)","1"
"Southbound Elbow Drive at Glenmore Trail SW","Stalled vehicle. blocking the left lane","2018 Jan 12 11:50:57 AM","2018 Jan 12 11:52:27 AM","SW","-114.08391601452","50.99462772614","(50.994627726143, -114.083916014515)","1"
"Harvest Hills Boulevard and Panamount Boulevard NW","Two vehicle incident.","2018 Jan 12 10:50:46 AM","2018 Jan 12 10:51:31 AM","NW","-114.071490787","51.160157198","(51.160157198001, -114.071490787004)","1"
"Canyon Meadows Drive at Lake Crimson Drive SE","Multi-vehicle incident.","2018 Jan 12 10:49:14 AM","2018 Jan 12 10:51:31 AM","SE","-114.03864911864","50.93029053938","(50.930290539378, -114.038649118637)","1"
"44 Street and 17 Avenue SE","Two vehicle incident.","2018 Jan 12 10:46:19 AM","2018 Jan 12 10:51:31 AM","SE","-113.97001402247","51.03768592151","(51.037685921514, -113.970014022474)","1"
"Barlow Trail and 23 Avenue NE","Two vehicle incident.","2018 Jan 12 10:44:04 AM","2018 Jan 12 10:45:44 AM","NE","-114.00219849512","51.07346549213","(51.073465492126, -114.002198495116)","1"
"Beddington Boulevard and Berwick Drive NW","Two vehicle incident.","2018 Jan 12 10:07:15 AM","2018 Jan 12 10:07:47 AM","NW","-114.08716543177","51.13163719823","(51.131637198228, -114.087165431767)","1"
"Westbound Heritage Drive onto Northbound Macleod Trail S","Two vehicle incident.","2018 Jan 12 09:24:04 AM","2018 Jan 12 09:25:45 AM","SE","-114.07125239963","50.97955651532","(50.979556515322, -114.07125239963)","1"
"Beddington Trail and Country Hills Boulevard NW","Two vehicle incident.","2018 Jan 12 09:07:31 AM","2018 Jan 12 09:07:58 AM","NW","-114.09635103264","51.14308237296","(51.143082372957, -114.096351032635)","1"
"Southbound Deerfoot Trail at Memorial Drive SE","Two vehicle incident.","2018 Jan 12 09:04:48 AM","2018 Jan 12 09:05:52 AM","SE","-114.01943425564","51.04885987642","(51.048859876417, -114.019434255636)","1"
"Westbound Stoney Trail at Shaganappi Trail NW","Two vehicle incident.","2018 Jan 12 08:09:24 AM","2018 Jan 12 08:14:41 AM","NW","-114.14793336988","51.15273644563","(51.152736445625, -114.147933369876)","1"
"John Laurie Boulevard at Hawkwood Boulevard NW","Traffic signals are stuck on red. Crews have been dispatched.","2018 Jan 12 07:22:17 AM","2018 Jan 12 07:23:42 AM","NW","-114.17025188968","51.12305848902","(51.123058489019, -114.17025188968)","1"
"Northbound Deerfoot Trail at Glenmore Trail SE","Stalled vehicle. blocking the right lane","2018 Jan 12 07:02:17 AM","2018 Jan 12 07:03:10 AM","SE","-114.03917308623","50.99415667572","(50.994156675722, -114.039173086226)","1"
"32 Avenue at Shaganappi Trail NW","Traffic signals are flashing red. Crews have been dispatched.","2018 Jan 12 06:59:15 AM","2018 Jan 12 07:03:10 AM","NW","-114.15267992887","51.08152826914","(51.081528269139, -114.152679928868)","1"
"69 Street and 17 Avenue SW","Multi-vehicle incident.","2018 Jan 12 06:57:54 AM","2018 Jan 12 07:03:11 AM","SW","-114.18815547723","51.03800398011","(51.038003980112, -114.188155477225)","1"
"Southbound Crowchild Trail onto Eastbound Glenmore Trail SW","Two vehicle incident. blocking the left lane","2018 Jan 12 06:42:37 AM","2018 Jan 12 06:44:32 AM","SW","-114.11739218947","50.99956989188","(50.999569891876, -114.117392189473)","1"
"Westbound Memorial Drive at Deerfoot Trail SE","Stalled vehicle. blocking the right lane","2018 Jan 12 06:33:41 AM","2018 Jan 12 06:35:04 AM","SE","-114.01943425564","51.04885987642","(51.048859876417, -114.019434255636)","1"
"Westbound 10 Avenue at Crowchild Trail SW","Single vehicle incident.","2018 Jan 12 03:40:21 AM","2018 Jan 12 03:42:17 AM","SW","-114.10848428032","51.04459747968","(51.044597479684, -114.108484280319)","1"
"Westbound Mcknight Boulevard at Stoney Trail NE","Single vehicle incident. Blocking the right lane.","2018 Jan 12 12:35:55 AM","2018 Jan 12 12:37:01 AM","NW","-113.91854918345","51.09681442196","(51.096814421957, -113.918549183446)","1"
"Eastbound Anderson Road at 14 Street SW","Two vehicle incident. Blocking the left lane.","2018 Jan 11 10:50:35 PM","2018 Jan 11 10:52:24 PM","NW","-114.09468261538","50.95059342857","(50.950593428571, -114.09468261538)","1"
"Westbound Glenmore Trail west of Deerfoot Trail SE","Two vehicle incident.","2018 Jan 11 08:43:32 PM","2018 Jan 11 08:44:54 PM","SE","-114.03917308623","50.99415667572","(50.994156675722, -114.039173086226)","1"
"1A Street and 58 Avenue SW","Two vehicle incident.","2018 Jan 11 08:41:08 PM","2018 Jan 11 08:44:54 PM","SW","-114.06764476896","51.00137766818","(51.001377668179, -114.067644768963)","1"
"Northbound Deerfoot Trail south of Peigan Trail SE","Single vehicle incident.","2018 Jan 11 07:32:55 PM","2018 Jan 11 07:34:51 PM","SE","-114.00525624055","51.01500137989","(51.01500137989, -114.005256240554)","1"
"Northbound 36 Street at McKnight Boulevard NE","Two vehicle incident.","2018 Jan 11 06:44:02 PM","2018 Jan 11 06:46:47 PM","NE","-113.98191845371","51.09361410718","(51.093614107177, -113.981918453712)","1"
"Eastbound Memorial Drive at 28 Street SE","Multi-vehicle incident.","2018 Jan 11 06:13:20 PM","2018 Jan 11 06:15:13 PM","SE","-113.99177558435","51.04891091593","(51.04891091593, -113.991775584347)","1"
"38 Avenue and Centre Street N","Two vehicle incident.","2018 Jan 11 06:05:45 PM","2018 Jan 11 06:15:13 PM","NW","-114.06244340397","51.08712393603","(51.087123936029, -114.06244340397)","1"
"64 Avenue and 9 Street NE","Two vehicle incident.","2018 Jan 11 06:03:41 PM","2018 Jan 11 06:05:02 PM","NE","-114.04182177478","51.11065392048","(51.110653920475, -114.041821774777)","1"
"Eastbound 16 Avenue east of Stoney Trail NE","Two vehicle incident.","2018 Jan 11 05:59:15 PM","2018 Jan 11 06:05:02 PM","NE","-113.92973167107","51.06703024721","(51.067030247208, -113.929731671065)","1"
"Southbound Deerfoot Trail at Peigan Trail SE","Single vehicle incident.","2018 Jan 11 05:19:13 PM","2018 Jan 11 05:20:40 PM","SE","-114.00525624055","51.01500137989","(51.01500137989, -114.005256240554)","1"
"Ashworth Road and Heritage Drive SE","Two vehicle incident.","2018 Jan 11 05:17:22 PM","2018 Jan 11 05:20:41 PM","SE","-114.0534512453","50.97988425656","(50.979884256556, -114.053451245302)","1"
"24 Avenue and 26 Street SE","Two vehicle incident.","2018 Jan 11 02:56:11 PM","2018 Jan 11 02:57:28 PM","SE","-113.99435289122","51.03218395043","(51.032183950428, -113.994352891215)","1"
"52 Street and Dufferin Place SE","Two vehicle incident.","2018 Jan 11 02:54:28 PM","2018 Jan 11 02:55:51 PM","SE","-113.95835582068","50.95784810527","(50.95784810527, -113.958355820684)","1"
"Westbound Glenmore Trail approaching Crowchild Trail SW","Two vehicle incident.","2018 Jan 11 01:57:36 PM","2018 Jan 11 01:59:28 PM","SW","-114.12107128943","51.00099713475","(51.000997134752, -114.121071289426)","1"
"114 Avenue at 35 Street SE","Two vehicle incident.","2018 Jan 11 01:23:10 PM","2018 Jan 11 01:24:09 PM","SE","-113.98590937775","50.94965429599","(50.949654295987, -113.98590937775)","1"
"Bowness Road and 46 Street NW","Two vehicle incident.","2018 Jan 11 01:16:18 PM","2018 Jan 11 01:24:10 PM","NW","-114.16053527785","51.07264033743","(51.072640337435, -114.160535277846)","1"
"Glenmore Trail and Barlow Trail SE","Two vehicle incident.","2018 Jan 11 01:15:40 PM","2018 Jan 11 01:24:10 PM","SE","-113.98176441326","50.97920095636","(50.979200956364, -113.981764413264)","1"
"Northbound Elbow Drive approaching Glenmore Trail SW","Multi-vehicle incident. Blocking the right lane.","2018 Jan 11 01:13:37 PM","2018 Jan 11 01:15:37 PM","SW","-114.08308870167","50.99314131235","(50.993141312348, -114.083088701666)","1"
"Richmond Road and Sarcee Trail SW","Two vehicle incident.","2018 Jan 11 12:51:27 PM","2018 Jan 11 12:52:14 PM","SW","-114.16446679574","51.01800844857","(51.018008448568, -114.164466795737)","1"
"37 Street and 17 Avenue SW","Two vehicle incident.","2018 Jan 11 12:36:59 PM","2018 Jan 11 12:37:45 PM","SW","-114.14121119016","51.03779279457","(51.03779279457, -114.14121119016)","1"
"28 Street and 7 Avenue NE","Two vehicle incident.","2018 Jan 11 12:25:16 PM","2018 Jan 11 12:26:04 PM","NE","-113.99329222711","51.05856776909","(51.05856776909, -113.993292227113)","1"
"Westbound Mcknight Boulevard approaching Centre Street NE","Single vehicle incident. Blocking the right lane.","2018 Jan 11 12:22:05 PM","2018 Jan 11 12:26:04 PM","NE","-114.06017062542","51.09615704074","(51.096157040737, -114.060170625424)","1"
"64 Avenue and 11 Street NE","Multi-vehicle incident.","2018 Jan 11 12:19:12 PM","2018 Jan 11 12:26:04 PM","NE","-114.0369886315","51.11058345228","(51.110583452279, -114.036988631502)","1"
"Westbound 114 Avenue at Barlow Trail SE","Multi-vehicle incident. Blocking the left lane.","2018 Jan 11 12:16:10 PM","2018 Jan 11 12:26:04 PM","SE","-113.9828186875","50.950513944","(50.950513944002, -113.982818687496)","1"
"Northbound 14 Street at 75 Avenue SW","Two vehicle incident. Blocking the left lane.","2018 Jan 11 11:43:18 AM","2018 Jan 11 11:50:10 AM","SW","-114.0947541343","50.98806873832","(50.988068738316, -114.094754134302)","1"
"Northbound Deerfoot Trail at 16 Avenue NE","Two vehicle incident. Blocking the left lane.","2018 Jan 11 11:14:54 AM","2018 Jan 11 11:16:34 AM","NE","-114.02686572695","51.06615955762","(51.06615955762, -114.026865726951)","1"
"Southbound Deerfoot Trail at 16 Avenue NE","Two vehicle incident. Blocking the right lane.","2018 Jan 11 10:42:15 AM","2018 Jan 11 10:44:33 AM","NE","-114.02697525379","51.06927257481","(51.069272574814, -114.026975253794)","1"
"Northbound Macleod Trail approaching Canyon Meadows Drive SE","Single vehicle incident. Blocking the left lane.","2018 Jan 11 10:28:37 AM","2018 Jan 11 10:30:21 AM","SE","-114.06970749654","50.92879414305","(50.928794143052, -114.069707496537)","1"
"Elbow Drive and 75 Avenue SW","Multi-vehicle incident.","2018 Jan 11 10:25:54 AM","2018 Jan 11 10:30:21 AM","SW","-114.08313267326","50.98601954541","(50.986019545406, -114.083132673256)","1"
"Spruce Meadows Trail and Macleod Trail SE","Single vehicle incident.","2018 Jan 11 10:05:15 AM","2018 Jan 11 10:14:50 AM","SE","-114.06131023126","50.89262863314","(50.892628633145, -114.06131023126)","1"
"Deerfoot Trail and Stoney Trail SE","Single vehicle incident.","2018 Jan 11 09:48:22 AM","2018 Jan 11 09:52:27 AM","SE","-113.98661633474","50.89832085742","(50.898320857423, -113.986616334736)","1"
"130 Avenue at 37 Street SW","The traffic signals are blank.","2018 Jan 11 09:32:55 AM","2018 Jan 11 09:34:47 AM","SW","-114.13989921294","50.93575658544","(50.935756585441, -114.139899212935)","1"
"Glenmore Trail and Heritage Drive SE","Two vehicle incident.","2018 Jan 11 09:12:45 AM","2018 Jan 11 09:13:54 AM","SE","-114.02594923629","50.98962823581","(50.989628235812, -114.02594923629)","1"
"Westbound Crowchild Trail between Shaganappi Trail and 53 Street NW","Two vehicle incident. Blocking the right lanes.","2018 Jan 11 09:00:32 AM","2018 Jan 11 09:05:06 AM","NW","-114.1554593701","51.1016189405","(51.101618940497, -114.155459370102)","1"
"4 Street and 17 Avenue NW","Two vehicle incident.","2018 Jan 11 08:50:50 AM","2018 Jan 11 08:51:20 AM","NW","-114.07153516973","51.06788359018","(51.067883590179, -114.071535169733)","1"
"Beddington Trail and Beddington Boulevard NE","Two vehicle incident.","2018 Jan 11 08:40:38 AM","2018 Jan 11 08:42:08 AM","NE","-114.05378883849","51.12746303171","(51.127463031714, -114.053788838493)","1"
"Southbound Deerfoot Trail between 17 Avenue and Peigan Trail SE","Two vehicle incident. Blocking the left lane.","2018 Jan 11 08:36:16 AM","2018 Jan 11 08:42:08 AM","SE","-114.00077157859","51.02371159604","(51.023711596043, -114.000771578586)","1"
"32 Avenue and 60 Street NE","Two vehicle incident.","2018 Jan 11 08:30:51 AM","2018 Jan 11 08:42:08 AM","NE","-113.94675518697","51.0814650831","(51.081465083105, -113.94675518697)","1"
"Northbound Macleod Trail between Anderson and 109 Avenue SE","Stalled vehicle. Blocking the right exit lane.","2018 Jan 11 07:57:46 AM","2018 Jan 11 08:02:29 AM","SE","-114.07130104266","50.95347736434","(50.953477364338, -114.071301042661)","1"
"Eastbound Mcknight Boulevard between Edmonton Trail and Deerfoot Trail NE","Two vehicle incident. Blocking the right lane.","2018 Jan 11 07:45:23 AM","2018 Jan 11 07:51:53 AM","NE","-114.05023964081","51.09601888396","(51.096018883955, -114.050239640811)","1"
"Northbound Deerfoot Trail north of Glenmore Trail SE","Single vehicle incident.","2018 Jan 11 07:21:30 AM","2018 Jan 11 07:25:12 AM","SE","-114.03045785194","51.00253822058","(51.002538220581, -114.030457851939)","1"
"Southbound 52 Street at 76 Avenue SE","Two vehicle incident.","2018 Jan 11 07:19:37 AM","2018 Jan 11 07:25:12 AM","SE","-113.95872424529","50.98510239521","(50.985102395211, -113.95872424529)","1"
"32 Avenue and 34 Street NE","Two vehicle incident.","2018 Jan 11 07:08:16 AM","2018 Jan 11 07:10:28 AM","NE","-113.98550973317","51.08143154109","(51.081431541094, -113.985509733171)","1"
"Southbound Crowchild Trail exit to Glenmore Trail SW","Single vehicle incident.","2018 Jan 11 07:05:22 AM","2018 Jan 11 07:10:28 AM","SW","-114.11831015312","51.00233189255","(51.002331892551, -114.118310153119)","1"
"Northbound Deerfoot Trail at 16 Avenue NE","Single vehicle incident. Blocking the left lane.","2018 Jan 11 04:08:00 AM","2018 Jan 11 04:09:50 AM","NE","-114.02689179813","51.06634051429","(51.066340514286, -114.026891798125)","1"
"Westbound 4 Avenue at 9 Street SW","Two vehicle incident. 4 Ave is closed at 8 St due to an incident involving a CTrain.","2018 Jan 11 12:01:49 AM","2018 Jan 11 12:03:43 AM","NW","-114.08347289021","51.04989867646","(51.049898676464, -114.083472890212)","1"
"Southbound Deerfoot Trail at 130 Avenue SE","Single vehicle incident.  Blocking the right lane","2018 Jan 10 11:49:10 PM","2018 Jan 10 11:51:58 PM","NW","-113.97567353813","50.93404490075","(50.934044900754, -113.975673538133)","1"
"Southbound Symons Valley Road at Stoney Trail NW","Two vehicle incident.","2018 Jan 10 10:35:38 PM","2018 Jan 10 10:37:03 PM","NW","-114.11825852451","51.15754699576","(51.157546995763, -114.118258524508)","1"
"Southbound 1 Street at 7 Avenue SE","Two vehicle incident. 1 Street is closed at 6 Ave due to an incident involving a CTrain.","2018 Jan 10 10:31:34 PM","2018 Jan 10 10:34:21 PM","NW","-114.0605009461","51.04644476697","(51.046444766968, -114.060500946098)","1"
"Southbound Crowchild Trail onto Eastbound Glenmore Trail ramp SW","Stalled vehicle. blocking the ramp","2018 Jan 10 09:49:01 PM","2018 Jan 10 09:50:28 PM","SW","-114.1176940945","51.0000829061","(51.0000829061, -114.117694094496)","1"
"Richardson Wy and Lincoln Wy SW","Two vehicle incident.","2018 Jan 10 09:37:50 PM","2018 Jan 10 09:38:30 PM","SW","-114.13882200994","51.01215548697","(51.012155486966, -114.138822009944)","1"
"Falshire Drive and 68 Street NE","Two vehicle incident.","2018 Jan 10 09:09:21 PM","2018 Jan 10 09:09:59 PM","NE","-113.93513506976","51.10793923701","(51.107939237006, -113.935135069757)","1"
"Southbound Deerfoot Trail onto 32 Avenue NE","Single vehicle incident.","2018 Jan 10 08:08:46 PM","2018 Jan 10 08:11:12 PM","NE","-114.03846963423","51.08658762038","(51.086587620382, -114.038469634228)","1"
"Eastbound Sarcee Trail at Bow Trail SW","Two vehicle incident. blocking the right left-turn lane","2018 Jan 10 07:50:08 PM","2018 Jan 10 07:51:53 PM","SW","-114.16547691142","51.05336966153","(51.053369661528, -114.165476911424)","1"
"Manhattan Road and Blackfoot Trail SE","Two vehicle incident.","2018 Jan 10 07:33:26 PM","2018 Jan 10 07:35:28 PM","SE","-114.04931252474","51.01126842406","(51.011268424058, -114.049312524737)","1"
"Eastbound Southland Drive approaching Blackfoot Trail SE","Two vehicle incident. blocking the right lane","2018 Jan 10 06:27:25 PM","2018 Jan 10 06:29:05 PM","SE","-114.03933997798","50.96560391855","(50.965603918551, -114.039339977983)","1"
"Northbound Stoney Trail and 17 Avenue SE","Two vehicle incident.","2018 Jan 10 06:21:18 PM","2018 Jan 10 06:25:32 PM","SE","-113.92928882848","51.03788871586","(51.037888715863, -113.929288828483)","1"
"52 Street and Auburn Meadows Drive SE","Multi-vehicle incident.","2018 Jan 10 06:01:13 PM","2018 Jan 10 06:04:58 PM","SE","-113.94311969498","50.89395312005","(50.893953120055, -113.943119694978)","1"
